id,created_at,text,author.name,label,public_metrics.like_count,public_metrics.retweet_count,topics,main_topics,one_topic
780270982460088320,2016-09-26T05:01:13.000Z,daddys car sings artificial intelligence,Repubblica,it,5,6,"{'sequence': 'daddys car sings artificial intelligence', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'sex', 'space', 'war'], 'scores': [0.9934042096138, 0.5124002695083618, 0.23415052890777588, 0.014892863109707832, 0.000359333585947752, 0.00027372746262699366, 0.00014073229976929724]}",['artificial intelligence'],artificial intelligence
994884277878886400,2018-05-11T10:17:50.000Z,david marcus mr blockchain facebook,Les Echos,fr,1,1,"{'sequence': 'david marcus mr blockchain facebook', 'labels': ['video game', 'artificial intelligence', 'virtual reality', 'robot', 'war', 'sex', 'space'], 'scores': [0.32218778133392334, 0.2423245906829834, 0.14570468664169312, 0.07460969686508179, 0.01945577748119831, 0.0057096583768725395, 0.002423226134851575]}",['video game'],video game
1171394123074539520,2019-09-10T12:04:57.000Z,alexsulzer ecology artificial intelligence lr explores new themes via leparisien,Le Parisien,fr,0,8,"{'sequence': 'alexsulzer ecology artificial intelligence lr explores new themes via leparisien', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'sex', 'space', 'war'], 'scores': [0.9296244382858276, 0.2683095633983612, 0.14263175427913666, 0.026326943188905716, 0.003477430669590831, 0.0016825998900458217, 0.00039983849273994565]}",['artificial intelligence'],artificial intelligence
931556032660242438,2017-11-17T16:14:00.000Z,pierrezeau first backflip robot incredible feat specialists nive trying 20 years without success,Le Figaro,fr,0,3,"{'sequence': 'pierrezeau first backflip robot incredible feat specialists nive trying 20 years without success', 'labels': ['robot', 'artificial intelligence', 'space', 'video game', 'virtual reality', 'war', 'sex'], 'scores': [0.992681086063385, 0.9326820969581604, 0.6874635815620422, 0.4206725060939789, 0.025917623192071915, 0.000123253877973184, 0.00011046606960007921]}","['robot', 'artificial intelligence']",robot
870577274201964544,2017-06-02T09:46:11.000Z,mirrortech robot suit gives extra pair arms use office,The Mirror,en,0,5,"{'sequence': 'mirrortech robot suit gives extra pair arms use office', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'space', 'war', 'video game', 'sex'], 'scores': [0.9481903910636902, 0.2377752959728241, 0.012794754467904568, 0.005467853043228388, 0.00023962745035532862, 0.00014567865582648665, 0.00012682538363151252]}",['robot'],robot
459035240305274880,2014-04-23T18:25:04.000Z,wind mars cleaned opportunity robot solar panels supply energy vehicle,EL PAÍS,es,21,42,"{'sequence': 'wind mars cleaned opportunity robot solar panels supply energy vehicle', 'labels': ['robot', 'artificial intelligence', 'space', 'video game', 'virtual reality', 'sex', 'war'], 'scores': [0.9668952822685242, 0.055751632899045944, 0.00805698148906231, 0.0015079764416441321, 0.0004170354804955423, 0.00012411238276399672, 9.91318011074327e-05]}",['robot'],robot
605990241460224000,2015-06-03T06:51:46.000Z,walkman italian robot challenges us giants look photo,Corriere della Sera,it,14,29,"{'sequence': 'walkman italian robot challenges us giants look photo', 'labels': ['robot', 'artificial intelligence', 'space', 'video game', 'virtual reality', 'war', 'sex'], 'scores': [0.9930552244186401, 0.9624114632606506, 0.6519412398338318, 0.044265035539865494, 0.011220797896385193, 0.001150710042566061, 0.0003042537427973002]}","['robot', 'artificial intelligence']",robot
1172133405896560640,2019-09-12T13:02:35.000Z,fyodor never fly russian humanoid robot suitable space,Repubblica Tecnologia,it,3,4,"{'sequence': 'fyodor never fly russian humanoid robot suitable space', 'labels': ['robot', 'space', 'artificial intelligence', 'video game', 'virtual reality', 'war', 'sex'], 'scores': [0.995996356010437, 0.9877618551254272, 0.9176222681999207, 0.16006359457969666, 0.14326198399066925, 0.005731391720473766, 0.0005894931964576244]}","['robot', 'space', 'artificial intelligence']",robot
1161308442545360897,2019-08-13T16:08:03.000Z,leap forward artificial intelligence maybe really understand us,Repubblica Tecnologia,it,8,3,"{'sequence': 'leap forward artificial intelligence maybe really understand us', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'war', 'sex', 'space'], 'scores': [0.9250286221504211, 0.3744625449180603, 0.35735419392585754, 0.06890607625246048, 0.04689060524106026, 0.01204594410955906, 0.0038666543550789356]}",['artificial intelligence'],artificial intelligence
1191998594989080576,2019-11-06T08:39:45.000Z,hotels future like concierge avatars robot waiters qr codes,Corriere della Sera,it,3,2,"{'sequence': 'hotels future like concierge avatars robot waiters qr codes', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.9926259517669678, 0.9795528650283813, 0.962772011756897, 0.5771456360816956, 0.09410516172647476, 0.00020418071653693914, 0.00011133657972095534]}","['robot', 'artificial intelligence', 'virtual reality']",robot
1107569469554081794,2019-03-18T09:08:33.000Z,comsalud happymonday artificialintelligence useful deal chronic kidney disease according study,La Razón,es,0,1,"{'sequence': 'comsalud happymonday artificialintelligence useful deal chronic kidney disease according study', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.9864395260810852, 0.5392764210700989, 0.3016718924045563, 0.008367049507796764, 0.00029245673795230687, 0.0001232410140801221, 8.531971980119124e-05]}",['artificial intelligence'],artificial intelligence
602813916046045184,2015-05-25T12:30:11.000Z,propose creating robot sexual relations trained,El Diario Vasco,es,0,0,"{'sequence': 'propose creating robot sexual relations trained', 'labels': ['sex', 'robot', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'war'], 'scores': [0.9602338075637817, 0.9132625460624695, 0.13328653573989868, 0.11958666890859604, 0.039933979511260986, 0.007677534595131874, 8.915890066418797e-05]}","['sex', 'robot']",sex
702437821953527808,2016-02-24T10:20:02.000Z,atlas new robot google take beating techblog,Thomas van der Kolk,nl,3,4,"{'sequence': 'atlas new robot google take beating techblog', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.9934123754501343, 0.9910681843757629, 0.248615562915802, 0.12093329429626465, 0.031500183045864105, 0.00047376457951031625, 0.0003399993001949042]}","['robot', 'artificial intelligence']",robot
1052853342047744000,2018-10-18T09:26:12.000Z,elpaistec new labor revolution led big data artificial intelligence programs different,EL PAÍS,es,0,31,"{'sequence': 'elpaistec new labor revolution led big data artificial intelligence programs different', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'video game', 'sex', 'space', 'war'], 'scores': [0.9286364316940308, 0.2559872269630432, 0.01816611737012863, 0.017780784517526627, 0.0004392448754515499, 0.00025045647635124624, 0.00016747129848226905]}",['artificial intelligence'],artificial intelligence
700654854427938816,2016-02-19T12:15:09.000Z,man machine warm greatest duel history,El Periódico,es,0,1,"{'sequence': 'man machine warm greatest duel history', 'labels': ['artificial intelligence', 'robot', 'war', 'video game', 'virtual reality', 'sex', 'space'], 'scores': [0.4347125291824341, 0.13065806031227112, 0.11930662393569946, 0.08620307594537735, 0.023183835670351982, 0.006629877723753452, 0.0004020801861770451]}",['artificial intelligence'],artificial intelligence
725375472960430080,2016-04-27T17:26:04.000Z,internet things lmercat smoove stage opiconf iot ptc,l'Opinion,fr,1,3,"{'sequence': 'internet things lmercat smoove stage opiconf iot ptc', 'labels': ['artificial intelligence', 'virtual reality', 'robot', 'video game', 'sex', 'space', 'war'], 'scores': [0.3761061728000641, 0.27480965852737427, 0.2562733590602875, 0.013287076726555824, 0.0009401805000379682, 0.0008763044606894255, 0.00028170450241304934]}",['artificial intelligence'],artificial intelligence
800408651315888128,2016-11-20T18:41:08.000Z,robot live tv like humans,La Stampa,it,8,7,"{'sequence': 'robot live tv like humans', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'sex', 'war', 'space', 'video game'], 'scores': [0.9936273694038391, 0.9746267199516296, 0.22464807331562042, 0.01194280106574297, 0.008283738978207111, 0.0020018634386360645, 0.000335139746312052]}","['robot', 'artificial intelligence']",robot
968777770733064192,2018-02-28T09:19:54.000Z,lastampa laser robots instead human workers jeans levi strausss breakthrough,La Stampa,it,0,28,"{'sequence': 'lastampa laser robots instead human workers jeans levi strausss breakthrough', 'labels': ['robot', 'artificial intelligence', 'space', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.9904648065567017, 0.8873404264450073, 0.12276845425367355, 0.030060267075896263, 0.007683517411351204, 0.00046544699580408633, 0.0002856860519386828]}",['robot'],robot
587602386283327488,2015-04-13T13:05:00.000Z,robot dies fukushima reactor getty,The Times and The Sunday Times,en,11,43,"{'sequence': 'robot dies fukushima reactor getty', 'labels': ['robot', 'space', 'artificial intelligence', 'virtual reality', 'war', 'video game', 'sex'], 'scores': [0.992715060710907, 0.6956287026405334, 0.6010379195213318, 0.10416184365749359, 0.04954490810632706, 0.006977388635277748, 0.00035601938725449145]}",['robot'],robot
902239498540646400,2017-08-28T18:40:33.000Z,tentacle robot locates people buried landslides,ABC.es,es,24,29,"{'sequence': 'tentacle robot locates people buried landslides', 'labels': ['robot', 'artificial intelligence', 'space', 'virtual reality', 'video game', 'war', 'sex'], 'scores': [0.9887228012084961, 0.9766867160797119, 0.7867011427879333, 0.4361380636692047, 0.1460583209991455, 0.0008991191862151027, 0.00020945911819580942]}","['robot', 'artificial intelligence']",robot
940272729252663302,2017-12-11T17:31:02.000Z,virtual reality simulation allows men experience means receiving end mansplaining,taz,de,10,1,"{'sequence': 'virtual reality simulation allows men experience means receiving end mansplaining', 'labels': ['virtual reality', 'video game', 'robot', 'sex', 'war', 'space', 'artificial intelligence'], 'scores': [0.994873583316803, 0.3238440454006195, 0.1113671287894249, 0.07535015791654587, 0.04896567016839981, 0.020528849214315414, 0.003647798439487815]}",['virtual reality'],virtual reality
707290017392140289,2016-03-08T19:40:55.000Z,preview webnotte notes jeeg robot claudsantamaria 9pm hear beautiful interpretation,Webnotte,it,11,6,"{'sequence': 'preview webnotte notes jeeg robot claudsantamaria 9pm hear beautiful interpretation', 'labels': ['artificial intelligence', 'robot', 'space', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.98316890001297, 0.9796856641769409, 0.41878795623779297, 0.3467179238796234, 0.29567694664001465, 0.02797102741897106, 0.004598832223564386]}","['artificial intelligence', 'robot']",artificial intelligence
763671866150191104,2016-08-11T09:42:15.000Z,anatomy artificial intelligence funding,l'Opinion,fr,0,1,"{'sequence': 'anatomy artificial intelligence funding', 'labels': ['artificial intelligence', 'robot', 'video game', 'sex', 'virtual reality', 'space', 'war'], 'scores': [0.8470039963722229, 0.020162483677268028, 0.0029109041206538677, 0.000687760824803263, 0.0003927250509150326, 0.00018612905114423484, 0.00013057301111984998]}",['artificial intelligence'],artificial intelligence
1169314629899759618,2019-09-04T18:21:47.000Z,felixholtermann main advance blockchain technology brings customers longer people,Handelsblatt,de,0,6,"{'sequence': 'felixholtermann main advance blockchain technology brings customers longer people', 'labels': ['video game', 'virtual reality', 'sex', 'robot', 'artificial intelligence', 'space', 'war'], 'scores': [0.08022864907979965, 0.007344945799559355, 0.004290493670850992, 0.002980580320581794, 0.0011714553693309426, 0.00030247439281083643, 0.00021500485308934003]}",['video game'],video game
695222852107137025,2016-02-04T12:30:19.000Z,virtualtwerk male sex toy becomes popular removed market,Mirror Tech,en,3,1,"{'sequence': 'virtualtwerk male sex toy becomes popular removed market', 'labels': ['sex', 'video game', 'virtual reality', 'artificial intelligence', 'robot', 'space', 'war'], 'scores': [0.9794102907180786, 0.8262286186218262, 0.19653478264808655, 0.001264176913537085, 0.0011360212229192257, 0.0005232553230598569, 0.00011307411477901042]}",['sex'],sex
912549841296699392,2017-09-26T05:30:11.000Z,big 7 sign pact way use robots better,La Stampa,it,4,1,"{'sequence': 'big 7 sign pact way use robots better', 'labels': ['robot', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.9248420000076294, 0.4803837239742279, 0.32418978214263916, 0.05662251636385918, 0.0557965487241745, 0.0013099632924422622, 0.000583217479288578]}",['robot'],robot
628196244263936000,2015-08-03T13:30:30.000Z,hitchhiking robot cruelly vandalized crossing united states,Le FigaroTech,fr,12,16,"{'sequence': 'hitchhiking robot cruelly vandalized crossing united states', 'labels': ['robot', 'artificial intelligence', 'video game', 'war', 'space', 'virtual reality', 'sex'], 'scores': [0.9971267580986023, 0.5526807308197021, 0.014782422222197056, 0.013370626606047153, 0.002787261735647917, 0.00149628019426018, 0.0003590660053305328]}",['robot'],robot
790527466263773184,2016-10-24T12:16:49.000Z,make first robot sweats like human,La Razón,es,2,8,"{'sequence': 'make first robot sweats like human', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.9886745810508728, 0.9438525438308716, 0.4986165761947632, 0.41367775201797485, 0.38169658184051514, 0.21826179325580597, 0.012556877918541431]}","['robot', 'artificial intelligence']",robot
788677341924950016,2016-10-19T09:45:05.000Z,hardwell stapt blockchain,De Telegraaf,nl,3,1,"{'sequence': 'hardwell stapt blockchain', 'labels': ['video game', 'artificial intelligence', 'robot', 'space', 'war', 'virtual reality', 'sex'], 'scores': [0.04702647775411606, 0.026105426251888275, 0.01520976796746254, 0.0079969996586442, 0.005316686816513538, 0.0051674614660441875, 0.000941216479986906]}",['video game'],video game
1118443969866883077,2019-04-17T09:19:56.000Z,revealed drones colossus robot helped save notre dame,Evening Standard,en,1,0,"{'sequence': 'revealed drones colossus robot helped save notre dame', 'labels': ['robot', 'artificial intelligence', 'space', 'video game', 'virtual reality', 'sex', 'war'], 'scores': [0.9955409169197083, 0.9480747580528259, 0.8506307005882263, 0.21477295458316803, 0.1596039980649948, 0.0006768371677026153, 0.00016445522487629205]}","['robot', 'artificial intelligence']",robot
1083498264161280000,2019-01-10T22:58:11.000Z,netflix shared password days numbered thanks artificial intelligence,Repubblica,it,3,4,"{'sequence': 'netflix shared password days numbered thanks artificial intelligence', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.9962361454963684, 0.40620648860931396, 0.1340898722410202, 0.053938448429107666, 0.0009043053723871708, 0.0004268450429663062, 0.00036839660606347024]}",['artificial intelligence'],artificial intelligence
1060928276800012288,2018-11-09T16:13:06.000Z,cars healthcare future artificial intelligence already present,Repubblica,it,3,3,"{'sequence': 'cars healthcare future artificial intelligence already present', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'video game', 'sex', 'space', 'war'], 'scores': [0.9804384708404541, 0.31475868821144104, 0.004800293128937483, 0.00028647558065131307, 0.00010139671940123662, 9.345281432615593e-05, 7.385940989479423e-05]}",['artificial intelligence'],artificial intelligence
993524671407644672,2018-05-07T16:15:15.000Z,wise old man dealt time hits bitcoin buffett,Felix Holtermann,de,1,1,"{'sequence': 'wise old man dealt time hits bitcoin buffett', 'labels': ['virtual reality', 'video game', 'space', 'war', 'artificial intelligence', 'sex', 'robot'], 'scores': [0.02235998399555683, 0.013749934732913971, 0.005516180768609047, 0.0010801118332892656, 0.0008902784902602434, 0.0005865282146260142, 0.000209786492632702]}",['virtual reality'],virtual reality
816659033323085825,2017-01-04T14:54:20.000Z,havent yet chatted awesome political news robot facebook,Libération,fr,12,6,"{'sequence': 'havent yet chatted awesome political news robot facebook', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'video game', 'war', 'space', 'sex'], 'scores': [0.9896065592765808, 0.983832061290741, 0.019683759659528732, 0.003874346846714616, 0.002786511555314064, 0.002633356023579836, 0.0001415924052707851]}","['artificial intelligence', 'robot']",artificial intelligence
1123567145319903234,2019-05-01T12:37:36.000Z,metrouk quiz time danger replaced robot futureofeverything jessicacvl,Metro,en,0,1,"{'sequence': 'metrouk quiz time danger replaced robot futureofeverything jessicacvl', 'labels': ['robot', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'war', 'sex'], 'scores': [0.9401735067367554, 0.8285394310951233, 0.48007306456565857, 0.12239650636911392, 0.09168744087219238, 0.0036999431904405355, 0.0003519204037729651]}",['robot'],robot
852979299464470528,2017-04-14T20:18:07.000Z,thesuntech russia built terrifying robot fire gunsand sending space,The Sun,en,0,6,"{'sequence': 'thesuntech russia built terrifying robot fire gunsand sending space', 'labels': ['robot', 'war', 'space', 'artificial intelligence', 'virtual reality', 'video game', 'sex'], 'scores': [0.9914323091506958, 0.8199594020843506, 0.7667120099067688, 0.4693879783153534, 0.011886343359947205, 0.0036595927085727453, 0.00011828068818431348]}",['robot'],robot
979013487539212290,2018-03-28T15:12:59.000Z,ready player one review spielberg spins dizzying vr yarn,The Guardian,en,11,8,"{'sequence': 'ready player one review spielberg spins dizzying vr yarn', 'labels': ['video game', 'virtual reality', 'artificial intelligence', 'robot', 'space', 'sex', 'war'], 'scores': [0.9523188471794128, 0.7737497687339783, 0.3751281499862671, 0.011892396956682205, 0.0040427218191325665, 0.003765094093978405, 0.0020259011071175337]}",['video game'],video game
925754169385979904,2017-11-01T15:59:28.000Z,giphart soon editor read robots pieces either drunk came robot,Trouw,nl,1,0,"{'sequence': 'giphart soon editor read robots pieces either drunk came robot', 'labels': ['robot', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.9816060662269592, 0.7707886695861816, 0.06165694072842598, 0.039521850645542145, 0.020959502086043358, 0.0005245415959507227, 0.00037940326728858054]}",['robot'],robot
930090523943165952,2017-11-13T15:10:35.000Z,artificial intelligence hunt tech talent,Les Echos,fr,7,4,"{'sequence': 'artificial intelligence hunt tech talent', 'labels': ['artificial intelligence', 'video game', 'robot', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.9849392771720886, 0.6439834237098694, 0.42063531279563904, 0.031256236135959625, 0.0006573029095306993, 0.000203003641217947, 0.00017201725859194994]}",['artificial intelligence'],artificial intelligence
836689042343350272,2017-02-28T21:26:27.000Z,first mixed results sonys virtual reality headset ps vr,Le Monde,fr,25,14,"{'sequence': 'first mixed results sonys virtual reality headset ps vr', 'labels': ['virtual reality', 'video game', 'robot', 'artificial intelligence', 'space', 'sex', 'war'], 'scores': [0.9859257340431213, 0.651675820350647, 0.27785924077033997, 0.09513262659311295, 0.05944330617785454, 0.00981935579329729, 0.00719712907448411]}",['virtual reality'],virtual reality
733768117424422912,2016-05-20T21:15:26.000Z,minirobot searches lost objects stomach,La Razón,es,1,5,"{'sequence': 'minirobot searches lost objects stomach', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.9940555691719055, 0.9872193932533264, 0.3980293571949005, 0.29723837971687317, 0.0006272579194046557, 0.0003522130136843771, 0.0001906178949866444]}","['robot', 'artificial intelligence']",robot
783975162517590016,2016-10-06T10:20:18.000Z,underwater robot recover treasures bottom sea elfuturoesone,EL PAÍS Tecnología,es,8,17,"{'sequence': 'underwater robot recover treasures bottom sea elfuturoesone', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.997204065322876, 0.9861928224563599, 0.31327295303344727, 0.04145302623510361, 0.00458452058956027, 0.0001754092809278518, 0.00013027526438236237]}","['robot', 'artificial intelligence']",robot
471392562494730240,2014-05-27T20:48:39.000Z,webnotte gig robot tutti voi ora webnotte,Repubblica,it,0,1,"{'sequence': 'webnotte gig robot tutti voi ora webnotte', 'labels': ['robot', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.9930538535118103, 0.9892090559005737, 0.28715085983276367, 0.2702872157096863, 0.011963526718318462, 0.0005824076943099499, 0.00026431813603267074]}","['robot', 'artificial intelligence']",robot
350237135909031936,2013-06-27T13:00:14.000Z,kirobo mini talking robot leave iss august 4,Corriere della Sera,it,0,1,"{'sequence': 'kirobo mini talking robot leave iss august 4', 'labels': ['robot', 'artificial intelligence', 'space', 'virtual reality', 'video game', 'war', 'sex'], 'scores': [0.9952996373176575, 0.9838024377822876, 0.5768910050392151, 0.4669531285762787, 0.3003130257129669, 0.010463324375450611, 0.0005717278108932078]}","['robot', 'artificial intelligence']",robot
910007584806936576,2017-09-19T05:08:09.000Z,big data make barcelona efficient social,La Vanguardia,es,8,6,"{'sequence': 'big data make barcelona efficient social', 'labels': ['artificial intelligence', 'virtual reality', 'video game', 'robot', 'sex', 'war', 'space'], 'scores': [0.004626086913049221, 0.0025833130348473787, 0.0025243223644793034, 0.0018892473308369517, 0.000425336736952886, 0.0001838988537201658, 0.00012442172737792134]}",['artificial intelligence'],artificial intelligence
772696911656652800,2016-09-05T07:24:34.000Z,artificial intelligence invading everyday life via figarotech,Alexandre Debouté,fr,3,7,"{'sequence': 'artificial intelligence invading everyday life via figarotech', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'video game', 'sex', 'space', 'war'], 'scores': [0.9819261431694031, 0.6533339023590088, 0.15163765847682953, 0.058600593358278275, 0.012219329364597797, 0.0004642014391720295, 0.0003567336534615606]}",['artificial intelligence'],artificial intelligence
1021873911204663296,2018-07-24T21:45:00.000Z,robot called cloud painter uses machine learning draw landscapes portraits including version czannes work,The Times and The Sunday Times,en,8,9,"{'sequence': 'robot called cloud painter uses machine learning draw landscapes portraits including version czannes work', 'labels': ['artificial intelligence', 'robot', 'space', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.993850827217102, 0.9832046627998352, 0.07278814166784286, 0.0034730983898043633, 0.000510185316670686, 0.00021679085330106318, 9.780778782442212e-05]}","['artificial intelligence', 'robot']",artificial intelligence
1141731069999366146,2019-06-20T15:34:34.000Z,audesrs read lefigaro fascinating analysis marc gell accenturefrance aeronautics artificial intelligence,Le Figaro,fr,0,2,"{'sequence': 'audesrs read lefigaro fascinating analysis marc gell accenturefrance aeronautics artificial intelligence', 'labels': ['artificial intelligence', 'robot', 'space', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.9594786763191223, 0.37478840351104736, 0.08765878528356552, 0.007759235333651304, 0.001030957791954279, 0.000406009639846161, 0.00024063204182311893]}",['artificial intelligence'],artificial intelligence
1152233431847202817,2019-07-19T15:07:12.000Z,glove lets feel virtual reality objects revolutionise online gaming porn,The Sun,en,14,7,"{'sequence': 'glove lets feel virtual reality objects revolutionise online gaming porn', 'labels': ['virtual reality', 'video game', 'sex', 'robot', 'artificial intelligence', 'space', 'war'], 'scores': [0.9716660976409912, 0.8888382911682129, 0.19359861314296722, 0.07288167625665665, 0.011394688859581947, 0.0007793090189807117, 0.0001264282182091847]}",['virtual reality'],virtual reality
974724425563168769,2018-03-16T19:09:47.000Z,artificial intelligence board fighter planes future,Le Figaro,fr,5,4,"{'sequence': 'artificial intelligence board fighter planes future', 'labels': ['artificial intelligence', 'video game', 'robot', 'war', 'virtual reality', 'space', 'sex'], 'scores': [0.9864658117294312, 0.48210591077804565, 0.43888160586357117, 0.005576591473072767, 0.002442390425130725, 0.0009660949581302702, 0.00011537337559275329]}",['artificial intelligence'],artificial intelligence
720232928253517824,2016-04-13T12:51:26.000Z,porn actors admit trouble keeping filming steamy vr sex sessions,Mirror Tech,en,3,2,"{'sequence': 'porn actors admit trouble keeping filming steamy vr sex sessions', 'labels': ['virtual reality', 'sex', 'robot', 'space', 'artificial intelligence', 'video game', 'war'], 'scores': [0.9880448579788208, 0.9767679572105408, 0.003874479327350855, 0.0014905056450515985, 0.0007261348073370755, 0.0006604137597605586, 0.00033377285581082106]}","['virtual reality', 'sex']",virtual reality
1091000680544780288,2019-01-31T15:50:06.000Z,googles ai beats starcraft champions,Repubblica Tecnologia,it,1,3,"{'sequence': 'googles ai beats starcraft champions', 'labels': ['video game', 'artificial intelligence', 'space', 'virtual reality', 'robot', 'war', 'sex'], 'scores': [0.997850239276886, 0.9946121573448181, 0.5735204815864563, 0.4807729423046112, 0.2790088355541229, 0.0015666182152926922, 0.0003921214665751904]}","['video game', 'artificial intelligence']",video game
655674387086094336,2015-10-18T09:18:50.000Z,artur mas robot martyr albertsaezc,El Periódico,es,6,7,"{'sequence': 'artur mas robot martyr albertsaezc', 'labels': ['robot', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'war', 'sex'], 'scores': [0.9904223680496216, 0.9631857872009277, 0.6695768237113953, 0.46208077669143677, 0.4165113866329193, 0.2567209005355835, 0.0028624299447983503]}","['robot', 'artificial intelligence']",robot
720237205915099136,2016-04-13T13:08:25.000Z,loch ness monster remains discovered robot,The Guardian,en,26,33,"{'sequence': 'loch ness monster remains discovered robot', 'labels': ['robot', 'artificial intelligence', 'space', 'virtual reality', 'video game', 'war', 'sex'], 'scores': [0.988914966583252, 0.9584324955940247, 0.8943525552749634, 0.025949565693736076, 0.0036153763066977262, 0.002125148195773363, 0.0005518717225641012]}","['robot', 'artificial intelligence']",robot
2736696251,2009-07-20T10:27:13.000Z,pentagon plans vegetarian war robot,La Stampa,it,0,0,"{'sequence': 'pentagon plans vegetarian war robot', 'labels': ['robot', 'artificial intelligence', 'war', 'space', 'virtual reality', 'video game', 'sex'], 'scores': [0.9785822033882141, 0.9483599662780762, 0.8099269866943359, 0.13414324820041656, 0.04602699354290962, 0.0023148017935454845, 0.000327071116771549]}","['robot', 'artificial intelligence']",robot
276314640592543744,2012-12-05T13:18:38.000Z,new nasa robot land mars 2020,El Periódico,es,0,0,"{'sequence': 'new nasa robot land mars 2020', 'labels': ['robot', 'space', 'artificial intelligence', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.990349531173706, 0.9837208390235901, 0.9752662777900696, 0.5172135829925537, 0.0971297100186348, 0.0005718375905416906, 0.0005094751249998808]}","['robot', 'space', 'artificial intelligence']",robot
541230691057668096,2014-12-06T14:00:26.000Z,rogue computerised cameras plague bbc news presenters,The Guardian,en,7,23,"{'sequence': 'rogue computerised cameras plague bbc news presenters', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'sex', 'war', 'space', 'video game'], 'scores': [0.7604504823684692, 0.2257106453180313, 0.09286966174840927, 0.004726473242044449, 0.0022822313476353884, 0.0007077151094563305, 0.0005491238553076982]}",['artificial intelligence'],artificial intelligence
1045231342659743745,2018-09-27T08:39:06.000Z,comic fresh press new origamitwitta excellent spinoff newspaper lastampa released today newsstands islands tomorrow beautiful issue dedicated robots shame newspaper costs fortune one euro fifty,Dario Campagna,it,10,7,"{'sequence': 'comic fresh press new origamitwitta excellent spinoff newspaper lastampa released today newsstands islands tomorrow beautiful issue dedicated robots shame newspaper costs fortune one euro fifty', 'labels': ['artificial intelligence', 'robot', 'space', 'virtual reality', 'sex', 'war', 'video game'], 'scores': [0.9544665217399597, 0.912032961845398, 0.005314806941896677, 0.003914747387170792, 0.00043724998249672353, 0.00020450948795769364, 0.00017653268878348172]}","['artificial intelligence', 'robot']",artificial intelligence
1006140237196562432,2018-06-11T11:45:00.000Z,tax gafa completely calm declares president microsoft france purassan interviewed olivierharmant,Les Echos,fr,2,4,"{'sequence': 'tax gafa completely calm declares president microsoft france purassan interviewed olivierharmant', 'labels': ['artificial intelligence', 'video game', 'virtual reality', 'robot', 'space', 'sex', 'war'], 'scores': [0.5836725831031799, 0.26314589381217957, 0.24141858518123627, 0.13861478865146637, 0.017591290175914764, 0.016271334141492844, 0.00014514852955471724]}",['artificial intelligence'],artificial intelligence
727875958850658304,2016-05-04T15:02:06.000Z,artificial intelligence science fiction technology digitaltransformation,RETINA Tendencias,es,22,22,"{'sequence': 'artificial intelligence science fiction technology digitaltransformation', 'labels': ['artificial intelligence', 'video game', 'robot', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.9824579358100891, 0.6860378384590149, 0.5227343440055847, 0.020100466907024384, 0.0024434481747448444, 0.000287080358248204, 0.00018773549527395517]}",['artificial intelligence'],artificial intelligence
